source_method_name,source_method_type,meas_num_id,meas_id,n_blocks
Pressure vs. solute Concentration measurements,custom,GLOBmeas_294,pressure_vs_solute_concentration_measurements,16
Pressure vs. solute concentration measurements,custom,GLOBmeas_294,pressure_vs_solute_concentration_measurements,11
Protentiometric,custom,GLOBmeas_1134,protentiometric,4
Proton NMR,custom,GLOBmeas_368,proton_nmr,12
Proton NMR spectrometry,custom,GLOBmeas_860,proton_nmr_spectrometry,6
Proton NMR spectroscopy,custom,GLOBmeas_1361,proton_nmr_spectroscopy,3
Pt thermister,custom,GLOBmeas_1362,pt_thermister,3
Pt thermistor,custom,GLOBmeas_2137,pt_thermistor,1
Pulfrich refractometry,custom,GLOBmeas_2138,pulfrich_refractometry,1
Pulse Heating,custom,GLOBmeas_246,pulse_heating,4
Pulse Heating Apparatus,custom,GLOBmeas_526,pulse_heating_apparatus,12
Pulse Transmission,custom,GLOBmeas_2140,pulse_transmission,1
Pulse heating,custom,GLOBmeas_246,pulse_heating,2
Pulse heating method,custom,GLOBmeas_191,pulse_heating_method,26
Pulse-echo method,standard,GLOBmeas_20,pulse_echo_method,702
Pulse-heating method,custom,GLOBmeas_191,pulse_heating_method,6
Pulsed heating,custom,GLOBmeas_1135,pulsed_heating,4
Pycnometric method,standard,GLOBmeas_6,pycnometric_method,2664
"Qcond 2400 VWR international; cell constant, 1.05",custom,GLOBmeas_2151,qcond_2400_vwr_international_cell_constant_1_05,1
Quadruple mass spectroscopy,custom,GLOBmeas_2153,quadruple_mass_spectroscopy,1
Quantum Design PPMS relaxation calorimeter,custom,GLOBmeas_377,quantum_design_ppms_relaxation_calorimeter,20
Quantum Design PPSM 6000,custom,GLOBmeas_864,quantum_design_ppsm_6000,6
"Quartz crystal interferometer (Mittal Enterprises, India)",custom,GLOBmeas_527,quartz_crystal_interferometer_mittal_enterprises_india,12
Quartz crystal resonator,custom,GLOBmeas_691,quartz_crystal_resonator,4
Quasistatic thermogram,custom,GLOBmeas_2157,quasistatic_thermogram,1
Quasistatit thermograms,custom,GLOBmeas_2159,quasistatit_thermograms,1
RATEVAP:UFactor:2,custom,GLOBmeas_972,ratevap_ufactor_2,5
RD496-II microcalorimeter,custom,GLOBmeas_1368,rd496_ii_microcalorimeter,3
RECTID::UFactor:0.5,custom,GLOBmeas_973,rectid_ufactor_0_5,2
RECTID:UFactor:0.5,custom,GLOBmeas_973,rectid_ufactor_0_5,3
REFRACT,custom,GLOBmeas_369,refract,21
REFRACT:monoch,custom,GLOBmeas_496,refract_monoch,13
REFRACT:monochFP,custom,GLOBmeas_2164,refract_monochfp,1
RELAXCAL,custom,GLOBmeas_183,relaxcal,149
RINGTE::UFactor:0.25,custom,GLOBmeas_976,ringte_ufactor_0_25,2
RINGTE::UFactor:0.5,custom,GLOBmeas_285,ringte_ufactor_0_5,6
RINGTE::UFactor:2,custom,GLOBmeas_251,ringte_ufactor_2,16
RINGTE::UFactor:4,custom,GLOBmeas_977,ringte_ufactor_4,2
RINGTE:UFactor:0.25,custom,GLOBmeas_976,ringte_ufactor_0_25,3
RINGTE:UFactor:0.5,custom,GLOBmeas_285,ringte_ufactor_0_5,32
RINGTE:UFactor:1.5,custom,GLOBmeas_1373,ringte_ufactor_1_5,3
RINGTE:UFactor:2,custom,GLOBmeas_251,ringte_ufactor_2,34
RINGTE:UFactor:3,custom,GLOBmeas_1374,ringte_ufactor_3,3
RINGTE:UFactor:4,custom,GLOBmeas_977,ringte_ufactor_4,3
RINGTE:UFactor:8,custom,GLOBmeas_1146,ringte_ufactor_8,4
RIXVDN,custom,GLOBmeas_281,rixvdn,39
ROLSI capillary,custom,GLOBmeas_1375,rolsi_capillary,3
Radial Heat Flow Method,custom,GLOBmeas_1664,radial_heat_flow_method,2
Radioactivity,custom,GLOBmeas_865,radioactivity,6
Radiometer CDM 210 Meterlab conductimeter with a CDC 745-9 cell,custom,GLOBmeas_971,radiometer_cdm_210_meterlab_conductimeter_with_a_cdc_745_9_cell,5
Raman Spectroscopy in-situ,custom,GLOBmeas_2161,raman_spectroscopy_in_situ,1
Raman spectroscopy,custom,GLOBmeas_692,raman_spectroscopy,8
Rate of evaporation,standard,GLOBmeas_59,rate_of_evaporation,78
Rayleigh distallation,custom,GLOBmeas_1366,rayleigh_distallation,3
Rayleigh distillation,custom,GLOBmeas_754,rayleigh_distillation,6
Rayleigh distillation method,custom,GLOBmeas_1367,rayleigh_distillation_method,3
"Rayleigh distillation, circulation still",custom,GLOBmeas_1665,rayleigh_distillation_circulation_still,2
Rayleigh light scatter,custom,GLOBmeas_1666,rayleigh_light_scatter,2
Rayleigh light scattering,custom,GLOBmeas_1142,rayleigh_light_scattering,4
Recirculating Equilibrium Cell,custom,GLOBmeas_2163,recirculating_equilibrium_cell,1
Recirculating Still,custom,GLOBmeas_1370,recirculating_still,1
Recirculating still,custom,GLOBmeas_1370,recirculating_still,2
Rectilinear diameter,standard,GLOBmeas_115,rectilinear_diameter,5
Reentrant cavity resonator,custom,GLOBmeas_92,reentrant_cavity_resonator,2
Reentrant cavity resonator,standard,GLOBmeas_92,reentrant_cavity_resonator,14
Relative Headspace Analysis,custom,GLOBmeas_866,relative_headspace_analysis,3
Relaxation Calorimetry,custom,GLOBmeas_338,relaxation_calorimetry,1
Relaxation Calorimetry - Quantum Design PPMS,custom,GLOBmeas_232,relaxation_calorimetry_quantum_design_ppms,4
Relaxation calorimeter,custom,GLOBmeas_454,relaxation_calorimeter,4
Relaxation calorimetry,custom,GLOBmeas_338,relaxation_calorimetry,13
Relaxation calorimetry - PPMS Quantum Design,custom,GLOBmeas_2166,relaxation_calorimetry_ppms_quantum_design,1
"Relaxation calorimetry, quantum design PPMS",custom,GLOBmeas_232,relaxation_calorimetry_quantum_design_ppms,8
Relaxation method,custom,GLOBmeas_1668,relaxation_method,2
Relaxation time,custom,GLOBmeas_1669,relaxation_time,2
Released gas volume using PVT equipment,custom,GLOBmeas_975,released_gas_volume_using_pvt_equipment,5
Residual mass after drying,custom,GLOBmeas_585,residual_mass_after_drying,2
Residual mass after evaporation,custom,GLOBmeas_1143,residual_mass_after_evaporation,4
Resistive pulse heating,standard,GLOBmeas_64,resistive_pulse_heating,66
Resonance method,custom,GLOBmeas_1670,resonance_method,2
Ring tensiometer,custom,GLOBmeas_19,ring_tensiometer,1
Ring tensiometer,standard,GLOBmeas_19,ring_tensiometer,719
Rose Williams Still,custom,GLOBmeas_978,rose_williams_still,5
Rotating bomb calorimetry,standard,GLOBmeas_42,rotating_bomb_calorimetry,236
Rotating-body viscometer developed for low-density gases,custom,GLOBmeas_2168,rotating_body_viscometer_developed_for_low_density_gases,1
Rotational,custom,GLOBmeas_1675,rotational,2
Rotational Automated Viscometer,custom,GLOBmeas_1376,rotational_automated_viscometer,3
Rudolph J357 Automatic Digital Refractomet,custom,GLOBmeas_1677,rudolph_j357_automatic_digital_refractomet,2
Rudolph densimeter,custom,GLOBmeas_1379,rudolph_densimeter,3
SAME:UFactor:0.5,custom,GLOBmeas_1147,same_ufactor_0_5,4
SAME:UFactor:16,custom,GLOBmeas_1679,same_ufactor_16,2
SAME:UFactor:2,custom,GLOBmeas_207,same_ufactor_2,88
SAME:UFactor:4,custom,GLOBmeas_756,same_ufactor_4,7
SDSC:UFactor:0.25,custom,GLOBmeas_2176,sdsc_ufactor_0_25,1
SDSC:UFactor:0.5,custom,GLOBmeas_300,sdsc_ufactor_0_5,34
SDSC:UFactor:16,custom,GLOBmeas_1149,sdsc_ufactor_16,4
SDSC:UFactor:2,custom,GLOBmeas_263,sdsc_ufactor_2,44
SDSC:UFactor:24,custom,GLOBmeas_980,sdsc_ufactor_24,5
SDSC:UFactor:3,custom,GLOBmeas_1683,sdsc_ufactor_3,2
SDSC:UFactor:4,custom,GLOBmeas_981,sdsc_ufactor_4,5
SECLAW:UFactor:2,custom,GLOBmeas_982,seclaw_ufactor_2,5
SIGMATEST 2.069 (Foerster) testing instrument - complex impedance measurements,custom,GLOBmeas_2179,sigmatest_2_069_foerster_testing_instrument_complex_impedance_measurements,1
SLS,custom,GLOBmeas_1687,sls,2
SMALLAD:UFactor:16,custom,GLOBmeas_2181,smallad_ufactor_16,1
SMALLAD:UFactor:2,custom,GLOBmeas_290,smallad_ufactor_2,37
SMALLAD:UFactor:3,custom,GLOBmeas_2182,smallad_ufactor_3,1
SMALLAD:UFactor:32,custom,GLOBmeas_1688,smallad_ufactor_32,2
SMALLAD:UFactor:4,custom,GLOBmeas_268,smallad_ufactor_4,43
SMALLAD:dCP:0.2%:UFactor:4,custom,GLOBmeas_1152,smallad_dcp_0_2_ufactor_4,3
SMALLAD:dCP:0.2%:dS:0.2%:UFactor:4,custom,GLOBmeas_1151,smallad_dcp_0_2_ds_0_2_ufactor_4,3
SMALLAD:dCP:0.2:UFactor:4,custom,GLOBmeas_1152,smallad_dcp_0_2_ufactor_4,1
SMALLAD:dCP:0.2:dS:0.2%:UFactor:4,custom,GLOBmeas_1151,smallad_dcp_0_2_ds_0_2_ufactor_4,1
SPECTR,custom,GLOBmeas_151,spectr,343
SPECTR:UFactor:2,custom,GLOBmeas_2189,spectr_ufactor_2,1
SPECTR:UFactor:4,custom,GLOBmeas_1382,spectr_ufactor_4,3
SPECTRA,custom,GLOBmeas_225,spectra,2
SPHERE::UFactor:2,custom,GLOBmeas_301,sphere_ufactor_2,2
SPHERE::UFactor:4,custom,GLOBmeas_234,sphere_ufactor_4,16
SPHERE::UFactor:8,custom,GLOBmeas_989,sphere_ufactor_8,1
SPHERE:UFactor:12,custom,GLOBmeas_1695,sphere_ufactor_12,2
SPHERE:UFactor:16,custom,GLOBmeas_2192,sphere_ufactor_16,1
SPHERE:UFactor:2,custom,GLOBmeas_301,sphere_ufactor_2,32
SPHERE:UFactor:24,custom,GLOBmeas_2193,sphere_ufactor_24,1
SPHERE:UFactor:3,custom,GLOBmeas_988,sphere_ufactor_3,5
SPHERE:UFactor:4,custom,GLOBmeas_234,sphere_ufactor_4,41
SPHERE:UFactor:6,custom,GLOBmeas_1384,sphere_ufactor_6,3
SPHERE:UFactor:8,custom,GLOBmeas_989,sphere_ufactor_8,4
SPRES:UFactor:0.25,custom,GLOBmeas_2195,spres_ufactor_0_25,1
SPRES:UFactor:0.5,custom,GLOBmeas_2196,spres_ufactor_0_5,1
STD,custom,GLOBmeas_1700,std,2
SVM3000 rotational viscometer,custom,GLOBmeas_1387,svm3000_rotational_viscometer,3
Samples were flashed at atmospheric pressure. The volume of the evolved gas was measured by the Chandler Engineering Gasometer. Solubility was then calculated from density.,custom,GLOBmeas_1380,samples_were_flashed_at_atmospheric_pressure_the_volume_of_the_evolved_gas_was_measured_by_the_chandler_engineering_gasometer_solubility_was_then_calculated_from_density,3
Sanyo Environmental Test Chamber,custom,GLOBmeas_1148,sanyo_environmental_test_chamber,4
Saturation condition detected through enthalpy of solution measurement,custom,GLOBmeas_2169,saturation_condition_detected_through_enthalpy_of_solution_measurement,1
Saturation isochoric method,custom,GLOBmeas_2170,saturation_isochoric_method,1
Saturation method,custom,GLOBmeas_419,saturation_method,9
Scattered Light Surfacing,custom,GLOBmeas_2171,scattered_light_surfacing,1
Schott-Gerate viscometer model AVS 350,custom,GLOBmeas_497,schott_gerate_viscometer_model_avs_350,13
Schreinemaker's,custom,GLOBmeas_2172,schreinemaker_s,1
Schreinemaker's method of wet residues,custom,GLOBmeas_979,schreinemaker_s_method_of_wet_residues,5
Schreinemakers wet residue method,custom,GLOBmeas_869,schreinemakers_wet_residue_method,6
Schreinemaker�s method,custom,GLOBmeas_2173,schreinemaker_s_method,1
Schreinemarkers,custom,GLOBmeas_1682,schreinemarkers,2
Schreinemarkers rule,custom,GLOBmeas_2174,schreinemarkers_rule,1
Scientific instruments device model 9700,custom,GLOBmeas_2175,scientific_instruments_device_model_9700,1
Second Law analysis of vapor pressure data,custom,GLOBmeas_2177,second_law_analysis_of_vapor_pressure_data,1
Sessile Drop,standard,GLOBmeas_116,sessile_drop,5
Shake flask with HPLC/UV,custom,GLOBmeas_1684,shake_flask_with_hplc_uv,2
Shake-Flask,custom,GLOBmeas_313,shake_flask,13
Shake-flask,custom,GLOBmeas_313,shake_flask,18
Shake-flask method.,custom,GLOBmeas_321,shake_flask_method,2
"Shanghai Precision & Scientific Instrument Co., LTD (DDS-307)",custom,GLOBmeas_498,shanghai_precision_scientific_instrument_co_ltd_dds_307,13
Shedlovsky-type conductance cell,custom,GLOBmeas_1685,shedlovsky_type_conductance_cell,2
Siemens Coriolis flowmeter,custom,GLOBmeas_1381,siemens_coriolis_flowmeter,3
Siemens ultrasonic flowmeter,custom,GLOBmeas_1686,siemens_ultrasonic_flowmeter,2
Sing-around technique in a fixed-path interferometer,standard,GLOBmeas_7,sing_around_technique_in_a_fixed_path_interferometer,2259
Single crystal ultrasonic interferometer,custom,GLOBmeas_983,single_crystal_ultrasonic_interferometer,5
Single crystal variable path ultrasonic interferometer operating at 2 MHz,custom,GLOBmeas_2180,single_crystal_variable_path_ultrasonic_interferometer_operating_at_2_mhz,1
Single path-length method,standard,GLOBmeas_18,single_path_length_method,732
Siwoloboff method,custom,GLOBmeas_1150,siwoloboff_method,4
Small (less than 1 g) adiabatic calorimetry,standard,GLOBmeas_21,small_less_than_1g_adiabatic_calorimetry,606
Small sample (50 mg) DSC,standard,GLOBmeas_9,small_sample_50mg_dsc,1173
Solid-Liquid Equilibrium,custom,GLOBmeas_2183,solid_liquid_equilibrium,1
Solubility,custom,GLOBmeas_1689,solubility,2
Solution calorimetry,custom,GLOBmeas_44,solution_calorimetry,80
Solution calorimetry,standard,GLOBmeas_44,solution_calorimetry,137
Solvent Volume and Solute Mass Directally Measured after seperation,custom,GLOBmeas_2187,solvent_volume_and_solute_mass_directally_measured_after_seperation,1
Solvent component 2 is not volatile.,custom,GLOBmeas_1154,solvent_component_2_is_not_volatile,4
Sound Analyzer OPTIME 1.0 from Optel,custom,GLOBmeas_984,sound_analyzer_optime_1_0_from_optel,5
Specific gravity balance,custom,GLOBmeas_1691,specific_gravity_balance,2
Spectra,custom,GLOBmeas_225,spectra,42
Spectra and the Beer-Lambert Law,custom,GLOBmeas_438,spectra_and_the_beer_lambert_law,16
Spectral colorimeter analysis,custom,GLOBmeas_695,spectral_colorimeter_analysis,8
Spectrometer,custom,GLOBmeas_586,spectrometer,6
Spectrometry,custom,GLOBmeas_478,spectrometry,10
Spectrophotometer,custom,GLOBmeas_303,spectrophotometer,6
Spectrophotometer UV spectral,custom,GLOBmeas_871,spectrophotometer_uv_spectral,6
Spectrophotometer calibration data,custom,GLOBmeas_1383,spectrophotometer_calibration_data,3
Spectrophotometric analysis,custom,GLOBmeas_328,spectrophotometric_analysis,21
Spectrophotometrical Assay,custom,GLOBmeas_987,spectrophotometrical_assay,5
Spectrophotometry,custom,GLOBmeas_204,spectrophotometry,67
Spectroscopy,custom,GLOBmeas_172,spectroscopy,56
Spectrsocopy,custom,GLOBmeas_378,spectrsocopy,20
Speed of sound,custom,GLOBmeas_2191,speed_of_sound,1
Speed of sound calibration data,standard,GLOBmeas_99,speed_of_sound_calibration_data,11
Speicific gravity balance,custom,GLOBmeas_1694,speicific_gravity_balance,2
Spherical cavity resonance method,standard,GLOBmeas_112,spherical_cavity_resonance_method,6
Spherical resonator,standard,GLOBmeas_102,spherical_resonator,9
Spinning band column technique,custom,GLOBmeas_696,spinning_band_column_technique,8
Stabinger Viscometer,custom,GLOBmeas_499,stabinger_viscometer,9
Stabinger viscometer,custom,GLOBmeas_499,stabinger_viscometer,3
Standard Abbe refractometry,standard,GLOBmeas_3,standard_abbe_refractometry,6115
Static,custom,GLOBmeas_379,static,16
Static Analytical Method,custom,GLOBmeas_634,static_analytical_method,2
Static Cell,custom,GLOBmeas_1158,static_cell,4
Static Method,custom,GLOBmeas_70,static_method,10
Static bomb calorimetry,standard,GLOBmeas_26,static_bomb_calorimetry,472
Static calorimetry,standard,GLOBmeas_48,static_calorimetry,182
Static equilibration,standard,GLOBmeas_123,static_equilibration,3
Static equilibrium method,custom,GLOBmeas_282,static_equilibrium_method,39
Static equilibrium still method,custom,GLOBmeas_1698,static_equilibrium_still_method,2
Static method,standard,GLOBmeas_70,static_method,34
Static pressure,custom,GLOBmeas_991,static_pressure,5
Static solubility measurement,custom,GLOBmeas_1699,static_solubility_measurement,2
Static-analytic method,custom,GLOBmeas_873,static_analytic_method,3
Static-synthetic method,custom,GLOBmeas_874,static_synthetic_method,6
Statistical thermodynamic calculations,custom,GLOBmeas_500,statistical_thermodynamic_calculations,13
Statistical thermodynamics,custom,GLOBmeas_697,statistical_thermodynamics,2
Steady Flow,custom,GLOBmeas_992,steady_flow,5
Step,custom,GLOBmeas_2203,step,1
Stirred Equilbrium Cell,custom,GLOBmeas_1701,stirred_equilbrium_cell,2
Stony Brook Scientific falling needle HPHTV-100 viscometer,custom,GLOBmeas_1159,stony_brook_scientific_falling_needle_hphtv_100_viscometer,4
Sublimation drop calorimetry,custom,GLOBmeas_1160,sublimation_drop_calorimetry,4
Surface Light Scattering,custom,GLOBmeas_286,surface_light_scattering,8
Surface laser light scattering (SLLS),custom,GLOBmeas_210,surface_laser_light_scattering_slls,81
Survismeter,custom,GLOBmeas_589,survismeter,10
Symmetrical Wheatstone bridge,custom,GLOBmeas_455,symmetrical_wheatstone_bridge,4
Symmetrical Wheatstone-bridge,custom,GLOBmeas_455,symmetrical_wheatstone_bridge,11
Synthetic,custom,GLOBmeas_329,synthetic,26
Synthetic Method,custom,GLOBmeas_231,synthetic_method,14
Synthetic Method?,custom,GLOBmeas_231,synthetic_method,4
Synthetic and Laser Monitoring,custom,GLOBmeas_1388,synthetic_and_laser_monitoring,3
Synthetic gas solubility method,custom,GLOBmeas_2205,synthetic_gas_solubility_method,1
Synthetic method,custom,GLOBmeas_231,synthetic_method,22
Synthetic-Static method,custom,GLOBmeas_1389,synthetic_static_method,3
Systonic-306 conductivity bridge using a dip-type cell,custom,GLOBmeas_1390,systonic_306_conductivity_bridge_using_a_dip_type_cell,3
Systronics conductivity meter (Type 306),custom,GLOBmeas_1162,systronics_conductivity_meter_type_306,4
T-histrory method,custom,GLOBmeas_2206,t_histrory_method,1
TA Instruments AR 2000 rheometer with a parallel plate,custom,GLOBmeas_2207,ta_instruments_ar_2000_rheometer_with_a_parallel_plate,1
TAYLOR:UFactor:0.5,custom,GLOBmeas_1703,taylor_ufactor_0_5,2
TAYLOR:UFactor:2,custom,GLOBmeas_421,taylor_ufactor_2,17
TAYLOR:UFactor:4,custom,GLOBmeas_635,taylor_ufactor_4,9
TAYLOR:UFactor:8,custom,GLOBmeas_2208,taylor_ufactor_8,1
TG,custom,GLOBmeas_2211,tg,1
TGA,custom,GLOBmeas_439,tga,16
THOTW,custom,GLOBmeas_193,thotw,118
TITR:UFactor:12,custom,GLOBmeas_1395,titr_ufactor_12,3
TITR:UFactor:16,custom,GLOBmeas_1396,titr_ufactor_16,3
TITR:UFactor:2,custom,GLOBmeas_196,titr_ufactor_2,108
TITR:UFactor:3,custom,GLOBmeas_1709,titr_ufactor_3,2
TITR:UFactor:32,custom,GLOBmeas_2222,titr_ufactor_32,1
TITR:UFactor:4,custom,GLOBmeas_252,titr_ufactor_4,50
TITR:UFactor:64,custom,GLOBmeas_1710,titr_ufactor_64,2
TITR:UFactor:8,custom,GLOBmeas_392,titr_ufactor_8,19
TITRATION,custom,GLOBmeas_158,titration,2
TITRC:UFactor:2,custom,GLOBmeas_1712,titrc_ufactor_2,2
TOC (total organic carbon) analysis,custom,GLOBmeas_1172,toc_total_organic_carbon_analysis,4
TOREFF:UFactor:2,custom,GLOBmeas_1000,toreff_ufactor_2,5
TOREFF:UFactor:3,custom,GLOBmeas_1174,toreff_ufactor_3,4
TOREFF:UFactor:4,custom,GLOBmeas_2226,toreff_ufactor_4,1
TOREFF:UFactor:5,custom,GLOBmeas_2227,toreff_ufactor_5,1
TOREFF:UFactor:6,custom,GLOBmeas_2228,toreff_ufactor_6,1
TPX:UFactor:16,custom,GLOBmeas_2230,tpx_ufactor_16,1
TPX:UFactor:8,custom,GLOBmeas_1715,tpx_ufactor_8,2
TRANSPIR:UFactor:0.1,custom,GLOBmeas_2233,transpir_ufactor_0_1,1
TRANSPIR:UFactor:0.5,custom,GLOBmeas_1718,transpir_ufactor_0_5,2
TRANSPIR:UFactor:1.5,custom,GLOBmeas_1403,transpir_ufactor_1_5,3
TRANSPIR:UFactor:2,custom,GLOBmeas_339,transpir_ufactor_2,26
TRANSPIR:UFactor:2:dPV:2%,custom,GLOBmeas_558,transpir_ufactor_2_dpv_2,11
TRANSPIR:UFactor:4,custom,GLOBmeas_1175,transpir_ufactor_4,4
TRANSPIR:UFactor:8,custom,GLOBmeas_2234,transpir_ufactor_8,1
TRIDEN,custom,GLOBmeas_1720,triden,2
TRIDEN Equation,custom,GLOBmeas_1404,triden_equation,2
TRIDEN equation,custom,GLOBmeas_1404,triden_equation,1
TWINEBU:UFactor:16,custom,GLOBmeas_879,twinebu_ufactor_16,6
TWINEBU:UFactor:2,custom,GLOBmeas_1723,twinebu_ufactor_2,2
TWINEBU:UFactor:8,custom,GLOBmeas_1405,twinebu_ufactor_8,3
TX:UFactor:2,custom,GLOBmeas_1725,tx_ufactor_2,2
Taylor dispersion,custom,GLOBmeas_529,taylor_dispersion,12
Taylor dispersion method,custom,GLOBmeas_38,taylor_dispersion_method,16
Taylor dispersion method,standard,GLOBmeas_38,taylor_dispersion_method,264
Taylor-Aris chromatographic method,custom,GLOBmeas_1391,taylor_aris_chromatographic_method,3
Tecator 1035 Automatic Kjeltec Analyser,custom,GLOBmeas_1704,tecator_1035_automatic_kjeltec_analyser,2
Temperature-Programmed Gas Chromatography,custom,GLOBmeas_380,temperature_programmed_gas_chromatography,20
Tensimetry,custom,GLOBmeas_2209,tensimetry,1
Tensiometer with plate,custom,GLOBmeas_2210,tensiometer_with_plate,1
There were three separate methods used - please see original paper for them.,custom,GLOBmeas_322,there_were_three_separate_methods_used_please_see_original_paper_for_them,29
Thermal Activity Monitor,custom,GLOBmeas_1163,thermal_activity_monitor,4
Thermal Gravimetric Analyzer,custom,GLOBmeas_530,thermal_gravimetric_analyzer,12
Thermal relaxation method,custom,GLOBmeas_1164,thermal_relaxation_method,2
Thermal relaxation technique,custom,GLOBmeas_1706,thermal_relaxation_technique,2
Thermally stimulated depolarization currents method,custom,GLOBmeas_2214,thermally_stimulated_depolarization_currents_method,1
Thermo Orion 145A Conductivity Meter,custom,GLOBmeas_1707,thermo_orion_145a_conductivity_meter,2
Thermogravimetric Analysis,custom,GLOBmeas_698,thermogravimetric_analysis,8
Thermometric 2225 precision solution calorimeter,custom,GLOBmeas_996,thermometric_2225_precision_solution_calorimeter,5
Thermometriic 2225 precision solution calorimeter,custom,GLOBmeas_456,thermometriic_2225_precision_solution_calorimeter,15
Thin-film microcalorimeter,standard,GLOBmeas_108,thin_film_microcalorimeter,8
Tian-Calvet Calorimiter; Setaram microDSC IIIa,custom,GLOBmeas_636,tian_calvet_calorimiter_setaram_microdsc_iiia,9
Tian-Calvet differential microcalorimeter,custom,GLOBmeas_1708,tian_calvet_differential_microcalorimeter,2
Tian-Calvet differential scanning calorimeter,custom,GLOBmeas_637,tian_calvet_differential_scanning_calorimeter,9
Time resolved FTIR,custom,GLOBmeas_2221,time_resolved_ftir,1
Time-dependent Raman spectra,custom,GLOBmeas_2219,time_dependent_raman_spectra,1
Titration,custom,GLOBmeas_158,titration,47
Titration Calorimetry,custom,GLOBmeas_25,titration_calorimetry,14
Titration Method,custom,GLOBmeas_131,titration_method,4
Titration and conductivity measurements,custom,GLOBmeas_2223,titration_and_conductivity_measurements,1
Titration and nD calibration,custom,GLOBmeas_1398,titration_and_nd_calibration,3
Titration calibration,custom,GLOBmeas_2224,titration_calibration,1
Titration calorimetry,custom,GLOBmeas_25,titration_calorimetry,14
Titration calorimetry,standard,GLOBmeas_25,titration_calorimetry,456
Titration method,custom,GLOBmeas_131,titration_method,3717
Titration with EDTA,custom,GLOBmeas_1399,titration_with_edta,3
"Titration, gravimetry, and spectrometry",custom,GLOBmeas_638,titration_gravimetry_and_spectrometry,9
"Titration, ion chromatography, and gravimetry",custom,GLOBmeas_639,titration_ion_chromatography_and_gravimetry,9
Tomic absorption,custom,GLOBmeas_1173,tomic_absorption,4
Torsion effusion method,standard,GLOBmeas_86,torsion_effusion_method,26
Torsion pendulum method,custom,GLOBmeas_1714,torsion_pendulum_method,2
Torsion-effucion,custom,GLOBmeas_1713,torsion_effucion,2
Transient line heat source,custom,GLOBmeas_2231,transient_line_heat_source,1
Transient plane heat source method,custom,GLOBmeas_1402,transient_plane_heat_source_method,3
Transitiometer,custom,GLOBmeas_2232,transitiometer,1
Transpiration,custom,GLOBmeas_700,transpiration,6
Transpiration method,standard,GLOBmeas_23,transpiration_method,585
Trap and weigh eluted solutes,custom,GLOBmeas_1719,trap_and_weigh_eluted_solutes,2
Treatment of solubility-temperature data,custom,GLOBmeas_1176,treatment_of_solubility_temperature_data,4
Twin Calvet,custom,GLOBmeas_1722,twin_calvet,2
Twin ebulliometer,standard,GLOBmeas_76,twin_ebulliometer,42
UNIQUAC,custom,GLOBmeas_1409,uniquac,3
UNKNOWN,custom,GLOBmeas_187,unknown,125
UV,custom,GLOBmeas_881,uv,6
UV Detection,custom,GLOBmeas_501,uv_detection,6
UV Spec determination,custom,GLOBmeas_2243,uv_spec_determination,1
UV Spectophotometry,custom,GLOBmeas_882,uv_spectophotometry,5
UV Spectra,custom,GLOBmeas_197,uv_spectra,84
UV Spectra calibration curves,custom,GLOBmeas_1002,uv_spectra_calibration_curves,5
UV Spectraphotometry,custom,GLOBmeas_1180,uv_spectraphotometry,4
UV Spectrometer,custom,GLOBmeas_459,uv_spectrometer,4
UV Spectrometry,custom,GLOBmeas_340,uv_spectrometry,22
UV Spectrophotometer,custom,GLOBmeas_278,uv_spectrophotometer,11
UV Spectrophotometer at 278 nm,custom,GLOBmeas_1181,uv_spectrophotometer_at_278_nm,4
UV Spectrophotometry,custom,GLOBmeas_195,uv_spectrophotometry,37
UV Spectroscopy,custom,GLOBmeas_162,uv_spectroscopy,82
UV Vis Spectrophotometry,custom,GLOBmeas_186,uv_vis_spectrophotometry,1
UV absorbance,custom,GLOBmeas_441,uv_absorbance,16
UV absorbances,custom,GLOBmeas_593,uv_absorbances,10
UV absorption,custom,GLOBmeas_1726,uv_absorption,2
UV absorption spectra,custom,GLOBmeas_1178,uv_absorption_spectra,4
UV detection,custom,GLOBmeas_501,uv_detection,7
UV imaging technique,custom,GLOBmeas_2241,uv_imaging_technique,1
UV light absoprtion,custom,GLOBmeas_2242,uv_light_absoprtion,1
UV spec,custom,GLOBmeas_702,uv_spec,8
UV spectomemtry,custom,GLOBmeas_2244,uv_spectomemtry,1
UV spectophotometry,custom,GLOBmeas_882,uv_spectophotometry,1
UV spectra,custom,GLOBmeas_197,uv_spectra,18
UV spectra and CO2 gas volume,custom,GLOBmeas_1179,uv_spectra_and_co2_gas_volume,4
UV spectrometer,custom,GLOBmeas_459,uv_spectrometer,11
UV spectrometry,custom,GLOBmeas_340,uv_spectrometry,2
UV spectrophotometer,custom,GLOBmeas_278,uv_spectrophotometer,25
UV spectrophotometer analysis of solute and gas volume,custom,GLOBmeas_1727,uv_spectrophotometer_analysis_of_solute_and_gas_volume,2
UV spectrophotometer at 223 nm,custom,GLOBmeas_1003,uv_spectrophotometer_at_223_nm,5
UV spectrophotometric analysis,custom,GLOBmeas_2245,uv_spectrophotometric_analysis,1
UV spectrophotometry,custom,GLOBmeas_195,uv_spectrophotometry,67
UV spectrophotometry and calibration curve,custom,GLOBmeas_1728,uv_spectrophotometry_and_calibration_curve,2
UV spectroscopy,custom,GLOBmeas_162,uv_spectroscopy,112
